"";"query";"significant";"p_value";"term_size";"query_size";"intersection_size";"precision";"recall";"term_id";"source";"term_name";"effective_domain_size";"source_order";"set"
"1";"query_1";TRUE;1,23962209818507e-06;12365;88;75;0,852272727272727;0,00606550748079256;"GO:0005737";"GO:CC";"cytoplasm";22122;309;"Small_Intestine_-_Terminal_Ileum_female_3_community"
"2";"query_1";TRUE;0,000709385900487786;6303;88;46;0,522727272727273;0,00729811201015389;"GO:0071944";"GO:CC";"cell periphery";22122;2801;"Small_Intestine_-_Terminal_Ileum_female_3_community"
"3";"query_1";TRUE;0,000792607866352628;9878;88;61;0,693181818181818;0,00617533913747722;"GO:0016020";"GO:CC";"membrane";22122;722;"Small_Intestine_-_Terminal_Ileum_female_3_community"
"4";"query_1";TRUE;0,000888278529242574;3728;88;33;0,375;0,0088519313304721;"GO:0031090";"GO:CC";"organelle membrane";22122;1048;"Small_Intestine_-_Terminal_Ileum_female_3_community"
"5";"query_1";TRUE;0,00506492226629171;569;88;11;0,125;0,0193321616871705;"GO:0098793";"GO:CC";"presynapse";22122;3265;"Small_Intestine_-_Terminal_Ileum_female_3_community"
"6";"query_1";TRUE;0,00870168781861117;2156;88;22;0,25;0,0102040816326531;"GO:0098588";"GO:CC";"bounding membrane of organelle";22122;3225;"Small_Intestine_-_Terminal_Ileum_female_3_community"
"7";"query_1";TRUE;0,0106181728827182;4776;88;36;0,409090909090909;0,00753768844221105;"GO:0012505";"GO:CC";"endomembrane system";22122;689;"Small_Intestine_-_Terminal_Ileum_female_3_community"
"8";"query_1";TRUE;0,0137171490809408;5453;88;39;0,443181818181818;0,00715202640748212;"GO:0005829";"GO:CC";"cytosol";22122;380;"Small_Intestine_-_Terminal_Ileum_female_3_community"
"9";"query_1";TRUE;0,0204818343931336;1048;88;14;0,159090909090909;0,0133587786259542;"GO:0099512";"GO:CC";"supramolecular fiber";22122;3374;"Small_Intestine_-_Terminal_Ileum_female_3_community"
"10";"query_1";TRUE;0,0224458599994261;1057;88;14;0,159090909090909;0,0132450331125828;"GO:0099081";"GO:CC";"supramolecular polymer";22122;3351;"Small_Intestine_-_Terminal_Ileum_female_3_community"
"11";"query_1";TRUE;0,0262283764927407;5819;88;40;0,454545454545455;0,00687403333906169;"GO:0005886";"GO:CC";"plasma membrane";22122;424;"Small_Intestine_-_Terminal_Ileum_female_3_community"
"12";"query_1";TRUE;0,0441731859073719;2230;88;21;0,238636363636364;0,0094170403587444;"GO:0030054";"GO:CC";"cell junction";22122;871;"Small_Intestine_-_Terminal_Ileum_female_3_community"
"13";"query_1";TRUE;0,00145031725023857;6239;88;50;0,568181818181818;0,0080141048244911;"TF:M00189_1";"TF";"Factor: AP-2; motif: MKCCCSCNGGCG; match class: 1";20011;155;"Small_Intestine_-_Terminal_Ileum_female_3_community"
"14";"query_1";TRUE;0,0338759012903673;10280;88;65;0,738636363636364;0,00632295719844358;"TF:M08867";"TF";"Factor: AP2; motif: GCCYGSGGSN";20011;152;"Small_Intestine_-_Terminal_Ileum_female_3_community"
"15";"query_1";TRUE;0,0339937011048845;14426;88;80;0,909090909090909;0,00554554276999861;"TF:M09636_1";"TF";"Factor: MAZ; motif: GGGMGGGGSSGGGGGGGGGGGG; match class: 1";20011;4993;"Small_Intestine_-_Terminal_Ileum_female_3_community"
